row_group,window_id,option_id,entity_id,search_id,rank,model_id,backtest_id,required_gate_status,signal_quality_gate_status,absolute_gate_status,relative_gate_status,counterfactual_status,counterfactual_reasons,strategy_compound_annualized_return,sharpe_ratio,calmar_ratio,max_drawdown,passed_benchmark_count,passed_benchmark_sec_codes,is_index_guard_check,index_name
full_index_guard_check,long_2021_2026,B_absolute_excess_calmar_vs_000852,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.04962870495998173,0.16941104480438818,0.08699772718484998,-0.5704597874670019,0,,True,创业板指
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed,0.02628634139011199,0.16814140926682347,0.09639238931357073,-0.2727014194512889,3,"000016.SH,000300.SH,399001.SZ",True,上证指数
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,-0.04651104314640142,-0.26867022901533644,-0.10242941774507948,-0.45407895671295784,0,,True,上证50
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed,-0.017616226206400132,-0.09808737416946219,-0.03862985508090893,-0.4560262048486472,1,000016.SH,True,沪深300
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.03049947024107702,0.10130126589071096,0.05076584781567705,-0.6007871739247985,0,,True,科创50
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed,0.039483647353305784,0.16438183212368018,0.08453207952209567,-0.46708477511174007,1,399001.SZ,True,中证1000
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed,0.04554817154167301,0.21571161698545327,0.1089460395790434,-0.4180801038538582,3,"000300.SH,000852.SH,399001.SZ",True,中证500
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.005644027220252701,0.02542001466930781,0.011264888667329508,-0.5010282291223649,0,,True,深证成指
full_index_guard_check,long_2021_2026,C_dual_track_remove_absolute_calmar,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.04962870495998173,0.16941104480438818,0.08699772718484998,-0.5704597874670019,0,,True,创业板指
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed,0.02628634139011199,0.16814140926682347,0.09639238931357073,-0.2727014194512889,3,"000016.SH,000300.SH,399001.SZ",True,上证指数
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,-0.04651104314640142,-0.26867022901533644,-0.10242941774507948,-0.45407895671295784,0,,True,上证50
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed,-0.017616226206400132,-0.09808737416946219,-0.03862985508090893,-0.4560262048486472,1,000016.SH,True,沪深300
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.03049947024107702,0.10130126589071096,0.05076584781567705,-0.6007871739247985,0,,True,科创50
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed,0.039483647353305784,0.16438183212368018,0.08453207952209567,-0.46708477511174007,1,399001.SZ,True,中证1000
full_index_guard_check,long_2021_2026,D_current_v3_no_change,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,passed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed,0.04554817154167301,0.21571161698545327,0.1089460395790434,-0.4180801038538582,3,"000300.SH,000852.SH,399001.SZ",True,中证500
full_index_guard_check,long_2021_2026,D_current_v3_no_change,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.005644027220252701,0.02542001466930781,0.011264888667329508,-0.5010282291223649,0,,True,深证成指
full_index_guard_check,long_2021_2026,D_current_v3_no_change,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.04962870495998173,0.16941104480438818,0.08699772718484998,-0.5704597874670019,0,,True,创业板指
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.15873923183122618,0.945293678677164,1.077784411487193,-0.14728291682395744,1,000016.SH,True,上证指数
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,failed,rejected,relative_gate_failed,0.12602978344061344,0.7863421455312815,0.9761439095239123,-0.12910983945193188,0,,True,上证50
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.17045390307148955,0.9366529998146276,1.0882203781648798,-0.15663546326795907,1,000016.SH,True,沪深300
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.32492036955163806,0.924858427708839,1.3868145238134186,-0.2342925921039407,2,"000852.SH,000001.SH",True,科创50
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>0.5_failed;relative_gate_failed,0.1749014927453305,0.6232084706560005,0.6557069792022219,-0.26673727486952736,0,,True,中证1000
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.21528208703469476,0.8591567645397223,1.0818048277716936,-0.19900270502409734,3,"000016.SH,000852.SH,000001.SH",True,中证500
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.23747536459627283,0.9531867423153538,1.2812351804553823,-0.1853487698580586,3,"000016.SH,000300.SH,000001.SH",True,深证成指
full_index_guard_check,replay_2024_2026,A_lower_absolute_calmar_0_50,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.3595337312278988,1.0627310298691166,1.2339483757518677,-0.2913685355830451,5,"000016.SH,000300.SH,000852.SH,000001.SH,399001.SZ",True,创业板指
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.15873923183122618,0.945293678677164,1.077784411487193,-0.14728291682395744,0,,True,上证指数
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.12602978344061344,0.7863421455312815,0.9761439095239123,-0.12910983945193188,0,,True,上证50
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.17045390307148955,0.9366529998146276,1.0882203781648798,-0.15663546326795907,0,,True,沪深300
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.32492036955163806,0.924858427708839,1.3868145238134186,-0.2342925921039407,1,000852.SH,True,科创50
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.1749014927453305,0.6232084706560005,0.6557069792022219,-0.26673727486952736,0,,True,中证1000
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.21528208703469476,0.8591567645397223,1.0818048277716936,-0.19900270502409734,1,000852.SH,True,中证500
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_000852_excess_branch_pass_failed;relative_gate_failed,0.23747536459627283,0.9531867423153538,1.2812351804553823,-0.1853487698580586,0,,True,深证成指
full_index_guard_check,replay_2024_2026,B_absolute_excess_calmar_vs_000852,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.3595337312278988,1.0627310298691166,1.2339483757518677,-0.2913685355830451,1,000852.SH,True,创业板指
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.15873923183122618,0.945293678677164,1.077784411487193,-0.14728291682395744,1,000016.SH,True,上证指数
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,failed,rejected,relative_gate_failed,0.12602978344061344,0.7863421455312815,0.9761439095239123,-0.12910983945193188,0,,True,上证50
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.17045390307148955,0.9366529998146276,1.0882203781648798,-0.15663546326795907,1,000016.SH,True,沪深300
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.32492036955163806,0.924858427708839,1.3868145238134186,-0.2342925921039407,2,"000852.SH,000001.SH",True,科创50
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.1749014927453305,0.6232084706560005,0.6557069792022219,-0.26673727486952736,0,,True,中证1000
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.21528208703469476,0.8591567645397223,1.0818048277716936,-0.19900270502409734,3,"000016.SH,000852.SH,000001.SH",True,中证500
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.23747536459627283,0.9531867423153538,1.2812351804553823,-0.1853487698580586,3,"000016.SH,000300.SH,000001.SH",True,深证成指
full_index_guard_check,replay_2024_2026,C_dual_track_remove_absolute_calmar,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.3595337312278988,1.0627310298691166,1.2339483757518677,-0.2913685355830451,5,"000016.SH,000300.SH,000852.SH,000001.SH,399001.SZ",True,创业板指
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000001.SH,,,,full_hold_000001.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.15873923183122618,0.945293678677164,1.077784411487193,-0.14728291682395744,1,000016.SH,True,上证指数
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000016.SH,,,,full_hold_000016.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.12602978344061344,0.7863421455312815,0.9761439095239123,-0.12910983945193188,0,,True,上证50
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000300.SH,,,,full_hold_000300.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.17045390307148955,0.9366529998146276,1.0882203781648798,-0.15663546326795907,1,000016.SH,True,沪深300
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000688.SH,,,,full_hold_000688.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.32492036955163806,0.924858427708839,1.3868145238134186,-0.2342925921039407,2,"000852.SH,000001.SH",True,科创50
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000852.SH,,,,full_hold_000852.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.1749014927453305,0.6232084706560005,0.6557069792022219,-0.26673727486952736,0,,True,中证1000
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,000905.SH,,,,full_hold_000905.SH,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.21528208703469476,0.8591567645397223,1.0818048277716936,-0.19900270502409734,3,"000016.SH,000852.SH,000001.SH",True,中证500
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,399001.SZ,,,,full_hold_399001.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.23747536459627283,0.9531867423153538,1.2812351804553823,-0.1853487698580586,3,"000016.SH,000300.SH,000001.SH",True,深证成指
full_index_guard_check,replay_2024_2026,D_current_v3_no_change,399006.SZ,,,,full_hold_399006.SZ,assumed_pass_for_beta_guard,assumed_pass_for_beta_guard,passed,passed,accepted,,0.3595337312278988,1.0627310298691166,1.2339483757518677,-0.2913685355830451,5,"000016.SH,000300.SH,000852.SH,000001.SH,399001.SZ",True,创业板指
historical_candidate_canonical,replay_2024_2026,A_lower_absolute_calmar_0_50,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,1,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.16369982589938248,0.8853228331484971,1.3590149795480067,-0.12045476198785332,2,"000016.SH,000001.SH",False,
